【合租】经济技术开发区 中登城市花园 5室次卧,中登城市花园,700,http://xa.58.com/pinpaigongyu/29106952375337x.shtml
【合租】龙首村 宫园壹号 3室次卧,宫园壹号,650,http://xa.58.com/pinpaigongyu/29127819513935x.shtml
【合租】方新村 塞纳公馆 4室主卧,塞纳公馆,850,http://xa.58.com/pinpaigongyu/29107587158604x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29107146856114x.shtml
【合租】电子城 裕昌太阳城 4室次卧,裕昌太阳城,850,http://xa.58.com/pinpaigongyu/29177944543942x.shtml
【合租】行政商务中心 曲江亮丽家园 4室次卧,曲江亮丽家园,900,http://xa.58.com/pinpaigongyu/29308192006956x.shtml
【合租】芙蓉东路 中海碧林湾商铺 3室次卧,中海碧林湾商铺,790,http://xa.58.com/pinpaigongyu/29282065746221x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,650,http://xa.58.com/pinpaigongyu/29193918665804x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/29096961363631x.shtml
【合租】西稍门 紫玉华园 3室次卧,紫玉华园,760,http://xa.58.com/pinpaigongyu/29063500369476x.shtml
【合租】曲江池 亮丽家园 4室主卧,亮丽家园,1000,http://xa.58.com/pinpaigongyu/29185814768824x.shtml
【合租】唐延路 融侨城 4室次卧,融侨城,800,http://xa.58.com/pinpaigongyu/29072948131139x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/28930492772930x.shtml
【合租】西安交通大学 兰蒂斯城 6室主卧,兰蒂斯城,800,http://xa.58.com/pinpaigongyu/29283736576061x.shtml
【合租】方新村 宫园中央 3室主卧,宫园中央,699,http://xa.58.com/pinpaigongyu/29285036012864x.shtml
【合租】大寨路 宏府鹍翔九天 4室主卧,宏府鹍翔九天,900,http://xa.58.com/pinpaigongyu/29105726554442x.shtml
【合租】二环南路 群贤道九号 1室次卧,群贤道九号,850,http://xa.58.com/pinpaigongyu/29184218570679x.shtml
【合租】凤城四路 世融嘉城 5室次卧,世融嘉城,600,http://xa.58.com/pinpaigongyu/29316037521194x.shtml
【合租】红庙坡 天朗大兴郡锦城 5室次卧,天朗大兴郡锦城,600,http://xa.58.com/pinpaigongyu/29107121555662x.shtml
【合租】西稍门 御笔华章 5室次卧,御笔华章,850,http://xa.58.com/pinpaigongyu/29183873905487x.shtml
【合租】张家堡 海荣名城 5室次卧,海荣名城,700,http://xa.58.com/pinpaigongyu/29107212935741x.shtml
【整租】凤城五路 紫薇风尚 5室1厅,紫薇风尚,700,http://xa.58.com/pinpaigongyu/29195093029316x.shtml
【合租】明德门 无界 5室次卧,无界,700,http://xa.58.com/pinpaigongyu/29105613114956x.shtml
【合租】方新村 宫园中央 2室主卧,宫园中央,700,http://xa.58.com/pinpaigongyu/29031085976234x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,950,http://xa.58.com/pinpaigongyu/28974928963375x.shtml
【合租】国展中心 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29049603840685x.shtml
【合租】曲江池 曲江亮丽家园 4室主卧,曲江亮丽家园,1000,http://xa.58.com/pinpaigongyu/29027489405364x.shtml
【合租】国展中心 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29050989362349x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/28986510831685x.shtml
【合租】龙首村 名京九合院 4室主卧,名京九合院,930,http://xa.58.com/pinpaigongyu/29051604858692x.shtml
【合租】行政商务中心 曲江亮丽家园 4室次卧,曲江亮丽家园,700,http://xa.58.com/pinpaigongyu/29227299275959x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29140684886860x.shtml
【整租】鱼化寨 旭景碧泽园 4室1厅,旭景碧泽园,800,http://xa.58.com/pinpaigongyu/29083277600951x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29140261181636x.shtml
【合租】龙首村 添好花园 4室次卧,添好花园,780,http://xa.58.com/pinpaigongyu/29260033975503x.shtml
【合租】经济技术开发区 中登城市花园 5室次卧,中登城市花园,650,http://xa.58.com/pinpaigongyu/29195201920574x.shtml
【合租】长延堡 景天佳苑 5室次卧,景天佳苑,700,http://xa.58.com/pinpaigongyu/29107019336362x.shtml
【合租】龙首村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29105619113405x.shtml
【合租】小白杨 天朗蔚蓝悦城 5室次卧,天朗蔚蓝悦城,600,http://xa.58.com/pinpaigongyu/29107580835664x.shtml
【合租】建工路 陕送东苑 5室次卧,陕送东苑,700,http://xa.58.com/pinpaigongyu/29107134880178x.shtml
【合租】高新四路 群贤道九号 1室次卧,群贤道九号,1000,http://xa.58.com/pinpaigongyu/29175158719419x.shtml
【合租】玉祥门 浩林方里 5室次卧,浩林方里,700,http://xa.58.com/pinpaigongyu/29106963168047x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,600,http://xa.58.com/pinpaigongyu/29106254551097x.shtml
【合租】龙首村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29107594486197x.shtml
【整租】鱼化寨 旭景碧泽园 4室1厅,旭景碧泽园,800,http://xa.58.com/pinpaigongyu/29083277600951x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29140261181636x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,950,http://xa.58.com/pinpaigongyu/29149343182123x.shtml
【合租】凤城五路 雅荷春天 4室次卧,雅荷春天,850,http://xa.58.com/pinpaigongyu/29051534522671x.shtml
【合租】电子城 花溪湾一期 4室主卧,花溪湾一期,950,http://xa.58.com/pinpaigongyu/29005344395187x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,700,http://xa.58.com/pinpaigongyu/29028369097031x.shtml
【合租】行政商务中心 曲江亮丽家园 4室次卧,曲江亮丽家园,750,http://xa.58.com/pinpaigongyu/29227415508814x.shtml
【合租】雁塔周边 夏日景色 4室次卧,夏日景色,1000,http://xa.58.com/pinpaigongyu/29027491473608x.shtml
【合租】电子城 金泰假日花城 4室主卧,金泰假日花城,1000,http://xa.58.com/pinpaigongyu/29271168417706x.shtml
【合租】行政商务中心 曲江亮丽家园 4室次卧,曲江亮丽家园,750,http://xa.58.com/pinpaigongyu/29029851841335x.shtml
【合租】经济技术开发区 中登城市花园 5室次卧,中登城市花园,700,http://xa.58.com/pinpaigongyu/29107047981643x.shtml
【合租】凤城十一路 交通北苑 4室次卧,交通北苑,700,http://xa.58.com/pinpaigongyu/29207777594443x.shtml
【合租】龙首村 名京九合院 3室主卧,名京九合院,700,http://xa.58.com/pinpaigongyu/29283087599023x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29107144687529x.shtml
【合租】龙首村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29107055720503x.shtml
【合租】龙首村 公园壹号 5室次卧,公园壹号,700,http://xa.58.com/pinpaigongyu/29107201442633x.shtml
【合租】建工路 陕送东苑 5室次卧,陕送东苑,700,http://xa.58.com/pinpaigongyu/29107123299255x.shtml
【合租】电子城 大华阳光曼哈顿 5室次卧,大华阳光曼哈顿,700,http://xa.58.com/pinpaigongyu/29106258705852x.shtml
【合租】凤城十一路 交通北苑 4室次卧,交通北苑,700,http://xa.58.com/pinpaigongyu/29207815133356x.shtml
【合租】龙首村 宮园壹号 5室次卧,宮园壹号,700,http://xa.58.com/pinpaigongyu/29106242711881x.shtml
【合租】电子城 金泰假日花城 4室主卧,金泰假日花城,1000,http://xa.58.com/pinpaigongyu/29271168417706x.shtml
【合租】行政商务中心 曲江亮丽家园 4室次卧,曲江亮丽家园,750,http://xa.58.com/pinpaigongyu/29029851841335x.shtml
【合租】西稍门 林业厅家属院 3室次卧,林业厅家属院,999,http://xa.58.com/pinpaigongyu/29303925275950x.shtml
【合租】电视塔 长丰园小区 4室次卧,长丰园小区,900,http://xa.58.com/pinpaigongyu/29316346730064x.shtml
【合租】太白南路 金泰假日花城二期 3室次卧,金泰假日花城二期,900,http://xa.58.com/pinpaigongyu/29241998990268x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,650,http://xa.58.com/pinpaigongyu/29194120384329x.shtml
【合租】新开门 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/28841535078836x.shtml
【合租】雁南五路 融侨曲江观邸 4室主卧,融侨曲江观邸,890,http://xa.58.com/pinpaigongyu/29185878572879x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/29148997379147x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29140740366405x.shtml
【合租】方新村 宮园中央 5室次卧,宮园中央,700,http://xa.58.com/pinpaigongyu/29107474066475x.shtml
【合租】龙首村 皇族名居 5室次卧,皇族名居,700,http://xa.58.com/pinpaigongyu/29317175913646x.shtml
【合租】凤城八路 盐东小区 5室次卧,盐东小区,700,http://xa.58.com/pinpaigongyu/29117679513279x.shtml
【合租】经济技术开发区 海璟时代 4室主卧,海璟时代,900,http://xa.58.com/pinpaigongyu/29205705138883x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,650,http://xa.58.com/pinpaigongyu/29107572237387x.shtml
【合租】方新村 宫园中央 3室主卧,宫园中央,699,http://xa.58.com/pinpaigongyu/29284268697771x.shtml
【合租】红庙坡 天朗大兴郡蔚蓝锦 5室次卧,天朗大兴郡蔚蓝锦,600,http://xa.58.com/pinpaigongyu/29107053153963x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29105871212231x.shtml
【合租】张家堡 首创国际 4室次卧,首创国际,600,http://xa.58.com/pinpaigongyu/29107228054844x.shtml
【合租】龙首村 宫园壹号二期 3室次卧,宫园壹号二期,700,http://xa.58.com/pinpaigongyu/29127816486063x.shtml
【合租】明德门 伟丰花园 4室次卧,伟丰花园,650,http://xa.58.com/pinpaigongyu/29173561442247x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1000,http://xa.58.com/pinpaigongyu/29293978319824x.shtml
【合租】电子城 兰乔圣菲 4室次卧,兰乔圣菲,1000,http://xa.58.com/pinpaigongyu/29006019817677x.shtml
【合租】西影路 海伦国际 3室主卧,海伦国际,1000,http://xa.58.com/pinpaigongyu/29194401900868x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29095991860529x.shtml
【合租】电子城 金泰假日花城 3室主卧,金泰假日花城,750,http://xa.58.com/pinpaigongyu/29050543182767x.shtml
【合租】永松路 太白小区 4室主卧,太白小区,800,http://xa.58.com/pinpaigongyu/29150036994360x.shtml
【合租】雁南五路 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/29096523043243x.shtml
【合租】杨家村 中泰嘉苑 4室次卧,中泰嘉苑,950,http://xa.58.com/pinpaigongyu/28995320932944x.shtml
【合租】大唐芙蓉园 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/28964785752373x.shtml
【合租】桃园路 陕安丰登小区 4室次卧,陕安丰登小区,800,http://xa.58.com/pinpaigongyu/29105719423818x.shtml
【合租】明德门 无界 5室次卧,无界,700,http://xa.58.com/pinpaigongyu/29107104549174x.shtml
【合租】凤城八路 盐东小区 5室次卧,盐东小区,700,http://xa.58.com/pinpaigongyu/29107216335421x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,750,http://xa.58.com/pinpaigongyu/29107566516151x.shtml
【合租】龙首村 宫园壹号 5室次卧,宫园壹号,700,http://xa.58.com/pinpaigongyu/29106224013238x.shtml
【合租】方新村 宫园中央 3室主卧,宫园中央,600,http://xa.58.com/pinpaigongyu/29285202180653x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,650,http://xa.58.com/pinpaigongyu/29105736383418x.shtml
【合租】方新村 宮园中央 5室次卧,宮园中央,700,http://xa.58.com/pinpaigongyu/29107457849774x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,750,http://xa.58.com/pinpaigongyu/29183714590660x.shtml
【合租】方新村 二府庄龙首原小区 4室次卧,二府庄龙首原小区,750,http://xa.58.com/pinpaigongyu/29127824467393x.shtml
【合租】明德门 明德新天地 5室次卧,明德新天地,650,http://xa.58.com/pinpaigongyu/29262990789419x.shtml
【合租】明德门 伟丰花园 4室次卧,伟丰花园,650,http://xa.58.com/pinpaigongyu/29173561442247x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1000,http://xa.58.com/pinpaigongyu/29293978319824x.shtml
【合租】电子城 兰乔圣菲 4室次卧,兰乔圣菲,1000,http://xa.58.com/pinpaigongyu/29006019817677x.shtml
【合租】西影路 海伦国际 3室主卧,海伦国际,1000,http://xa.58.com/pinpaigongyu/29194401900868x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29095991860529x.shtml
【合租】电子城 金泰假日花城 3室主卧,金泰假日花城,750,http://xa.58.com/pinpaigongyu/29050543182767x.shtml
【合租】永松路 太白小区 4室主卧,太白小区,800,http://xa.58.com/pinpaigongyu/29150036994360x.shtml
【合租】雁南五路 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/29096523043243x.shtml
【合租】杨家村 中泰嘉苑 4室次卧,中泰嘉苑,950,http://xa.58.com/pinpaigongyu/28995320932944x.shtml
【合租】龙首村 宫园壹号 4室次卧,宫园壹号,750,http://xa.58.com/pinpaigongyu/29173300738507x.shtml
【合租】胡家庙 恒基碧翠锦华 5室次卧,恒基碧翠锦华,700,http://xa.58.com/pinpaigongyu/29105892637227x.shtml
【合租】玉祥门 浩林方里 5室次卧,浩林方里,700,http://xa.58.com/pinpaigongyu/29107600746445x.shtml
【合租】大寨路 宏府鹍翔九天 4室次卧,宏府鹍翔九天,600,http://xa.58.com/pinpaigongyu/29106954278847x.shtml
【合租】市图书馆 盛世一品 5室次卧,盛世一品,650,http://xa.58.com/pinpaigongyu/29107598471494x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,700,http://xa.58.com/pinpaigongyu/29105425051945x.shtml
【合租】龙首村 宫园壹号 4室次卧,宫园壹号,800,http://xa.58.com/pinpaigongyu/29173809464758x.shtml
【合租】凤城四路 紫薇风尚 5室次卧,紫薇风尚,700,http://xa.58.com/pinpaigongyu/29105415452353x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,600,http://xa.58.com/pinpaigongyu/29106252642738x.shtml
【合租】经济技术开发区 雅荷春天 5室次卧,雅荷春天,750,http://xa.58.com/pinpaigongyu/29107558142538x.shtml
【合租】大唐芙蓉园 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/28964785752373x.shtml
【合租】电视塔 澳城大厦 4室主卧,澳城大厦,850,http://xa.58.com/pinpaigongyu/29273860645434x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,600,http://xa.58.com/pinpaigongyu/28962098695230x.shtml
【合租】电子城 金泰假日花成 4室次卧,金泰假日花成,950,http://xa.58.com/pinpaigongyu/29006130431946x.shtml
【合租】高新周边 盛世华庭 3室主卧,盛世华庭,930,http://xa.58.com/pinpaigongyu/29138780316085x.shtml
【合租】芙蓉东路 中海碧林湾商铺 3室次卧,中海碧林湾商铺,850,http://xa.58.com/pinpaigongyu/29314612354857x.shtml
【合租】科技路西口 枫韵蓝湾 4室次卧,枫韵蓝湾,1000,http://xa.58.com/pinpaigongyu/29005753640382x.shtml
【合租】曲江池 亮丽家园 4室次卧,亮丽家园,800,http://xa.58.com/pinpaigongyu/29260479598285x.shtml
【合租】吉祥诚信商业街 祥和雅居 3室次卧,祥和雅居,800,http://xa.58.com/pinpaigongyu/29050522018253x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/28930062018745x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,650,http://xa.58.com/pinpaigongyu/29106956141245x.shtml
【合租】辛家庙 西检小区 5室次卧,西检小区,600,http://xa.58.com/pinpaigongyu/29105729974457x.shtml
【合租】经济技术开发区 白桦林居 5室次卧,白桦林居,700,http://xa.58.com/pinpaigongyu/29105744641462x.shtml
【合租】经济技术开发区 尚品雅苑 4室主卧,尚品雅苑,780,http://xa.58.com/pinpaigongyu/29249646895309x.shtml
【整租】龙首村 塞纳公馆 4室1厅,塞纳公馆,750,http://xa.58.com/pinpaigongyu/29317152167760x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,700,http://xa.58.com/pinpaigongyu/29105426121661x.shtml
【合租】长延堡 景天佳苑 5室次卧,景天佳苑,700,http://xa.58.com/pinpaigongyu/29107004468525x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,650,http://xa.58.com/pinpaigongyu/28632761038132x.shtml
【合租】二环南路 群贤道九号 4室次卧,群贤道九号,1000,http://xa.58.com/pinpaigongyu/29174853475905x.shtml
【合租】红庙坡 金辉天鹅湾 5室次卧,金辉天鹅湾,650,http://xa.58.com/pinpaigongyu/29105694798536x.shtml
【合租】唐延路 融侨城 4室次卧,融侨城,1000,http://xa.58.com/pinpaigongyu/29005411853123x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,700,http://xa.58.com/pinpaigongyu/28960871597754x.shtml
【合租】明德门 鑫泰园小区 5室次卧,鑫泰园小区,650,http://xa.58.com/pinpaigongyu/29095318885582x.shtml
【合租】雁南四路 鸿基紫韵 4室次卧,鸿基紫韵,650,http://xa.58.com/pinpaigongyu/29040406279736x.shtml
【合租】凤城五路 紫薇开元盛景 4室次卧,紫薇开元盛景,950,http://xa.58.com/pinpaigongyu/29204412730064x.shtml
【合租】高新周边 欣景苑 3室次卧,欣景苑,800,http://xa.58.com/pinpaigongyu/29063493337802x.shtml
【合租】明德门 凯旋广场 5室次卧,凯旋广场,600,http://xa.58.com/pinpaigongyu/29160733276752x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/28941080130234x.shtml
【合租】大寨路 东方米兰 4室主卧,东方米兰,1000,http://xa.58.com/pinpaigongyu/29005308874038x.shtml
【合租】高新周边 欣景苑 3室主卧,欣景苑,830,http://xa.58.com/pinpaigongyu/29063493648047x.shtml
【合租】辛家庙 西检小区 5室次卧,西检小区,650,http://xa.58.com/pinpaigongyu/29106967069130x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29183725726919x.shtml
【合租】长延堡 景天佳苑 5室次卧,景天佳苑,700,http://xa.58.com/pinpaigongyu/29107042403513x.shtml
【合租】明德门 无界 5室次卧,无界,700,http://xa.58.com/pinpaigongyu/29105717842094x.shtml
【合租】方新村 宫园中央 3室次卧,宫园中央,600,http://xa.58.com/pinpaigongyu/29031102046388x.shtml
【合租】经济技术开发区 西安首创·国际城 5室次卧,西安首创·国际城,600,http://xa.58.com/pinpaigongyu/29317112872905x.shtml
【合租】方新村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29195188398278x.shtml
【合租】龙首村 塞纳公馆 4室次卧,塞纳公馆,750,http://xa.58.com/pinpaigongyu/29317138277430x.shtml
【合租】龙首村 宫园壹号 3室主卧,宫园壹号,800,http://xa.58.com/pinpaigongyu/29249670008641x.shtml
【合租】桃园路 蔚蓝观园 5室次卧,蔚蓝观园,900,http://xa.58.com/pinpaigongyu/29107126769216x.shtml
【合租】曲江池 金水湾 4室主卧,金水湾,850,http://xa.58.com/pinpaigongyu/28852500054962x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29039128769871x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29140068563521x.shtml
【合租】明德门 伟丰花园 5室主卧,伟丰花园,850,http://xa.58.com/pinpaigongyu/29094841769147x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,600,http://xa.58.com/pinpaigongyu/29206636734517x.shtml
【合租】新开门 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29029984775115x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29107279113912x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,700,http://xa.58.com/pinpaigongyu/29019880049737x.shtml
【合租】明德门 明德广厦 3室次卧,明德广厦,800,http://xa.58.com/pinpaigongyu/29206378829993x.shtml
【合租】杨家村 中泰嘉苑 4室次卧,中泰嘉苑,950,http://xa.58.com/pinpaigongyu/28994947778112x.shtml
【合租】龙首村 塞纳公馆 4室次卧,塞纳公馆,700,http://xa.58.com/pinpaigongyu/29107140057530x.shtml
【合租】龙首村 宫园壹号 4室次卧,宫园壹号,800,http://xa.58.com/pinpaigongyu/29173666364748x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,650,http://xa.58.com/pinpaigongyu/28632728206654x.shtml
【合租】龙首村 宮园壹号 5室次卧,宮园壹号,700,http://xa.58.com/pinpaigongyu/29106292388687x.shtml
【合租】经济技术开发区 西安首创·国际城 5室次卧,西安首创·国际城,600,http://xa.58.com/pinpaigongyu/29317104669646x.shtml
【合租】方新村 万象未央 4室次卧,万象未央,700,http://xa.58.com/pinpaigongyu/29105624170562x.shtml
【合租】辛家庙 西检小区 5室次卧,西检小区,600,http://xa.58.com/pinpaigongyu/29107108569422x.shtml
【合租】凤城二路 凤鸣华府颐和郡 5室次卧,凤鸣华府颐和郡,600,http://xa.58.com/pinpaigongyu/29293459714759x.shtml
【合租】玉祥门 浩林方里 5室次卧,浩林方里,700,http://xa.58.com/pinpaigongyu/29107569002557x.shtml
【合租】经济技术开发区 文景观园 5室次卧,文景观园,700,http://xa.58.com/pinpaigongyu/29107208240050x.shtml
